valid_time,latitude,longitude,t2m,u10,v10,number,expver,ssrd,temp_C,wind_speed
2025-09-01 05:00:00,41.5,-73.5,286.99426,-0.5769348,-1.028122,0,0001,0.0,13.844269,1.1789353
2025-09-01 05:00:00,41.5,-73.25,286.85168,-0.17459106,0.109573364,0,0001,0.0,13.701691,0.20612705
2025-09-01 05:00:00,41.5,-73.0,287.18176,0.0070495605,1.041214,0,0001,0.0,14.031769,1.0412378
2025-09-01 05:00:00,41.25,-74.5,287.31653,0.66915894,-1.1794891,0,0001,0.0,14.166534,1.3560857
2025-09-01 05:00:00,41.25,-74.25,288.14856,0.6916199,-0.91874695,0,0001,0.0,14.998566,1.1499712
2025-09-01 05:00:00,41.25,-74.0,288.30872,0.193573,-0.99980164,0,0001,0.0,15.158722,1.0183682
2025-09-01 05:00:00,41.25,-73.75,288.15833,-0.04373169,-0.5632782,0,0001,0.0,15.008331,0.5649733
2025-09-01 05:00:00,41.25,-73.5,288.12903,0.30490112,0.113479614,0,0001,0.0,14.979034,0.32533416
2025-09-01 05:00:00,41.25,-73.25,289.12317,0.46798706,0.9181671,0,0001,0.0,15.973175,1.0305545
2025-09-01 05:00:00,41.25,-73.0,291.3849,0.23654175,1.0050812,0,0001,0.0,18.234894,1.0325407
2025-09-01 05:00:00,41.0,-74.5,287.5177,0.3156433,-1.1189423,0,0001,0.0,14.367706,1.1626102
2025-09-01 05:00:00,41.0,-74.25,288.61145,0.48165894,-0.7927704,0,0001,0.0,15.461456,0.92762077
2025-09-01 05:00:00,41.0,-74.0,289.84192,0.6359558,-0.4646454,0,0001,0.0,16.691925,0.7876136
2025-09-01 05:00:00,41.0,-73.75,290.02356,0.5090027,-0.041793823,0,0001,0.0,16.873566,0.51071566
2025-09-01 05:00:00,41.0,-73.5,290.28528,0.43966675,0.5519562,0,0001,0.0,17.135284,0.7056646
2025-09-01 05:00:00,41.0,-73.25,290.53918,0.10372925,0.59687805,0,0001,0.0,17.38919,0.60582435
2025-09-01 05:00:00,41.0,-73.0,292.44934,-0.14334106,0.6320343,0,0001,0.0,19.299347,0.6480849
2025-09-01 05:00:00,40.75,-74.5,288.44153,-0.04373169,-0.7253876,0,0001,0.0,15.291534,0.7267046
2025-09-01 05:00:00,40.75,-74.25,289.75598,0.2668152,-0.5349579,0,0001,0.0,16.605988,0.59780455
2025-09-01 05:00:00,40.75,-74.0,290.99036,0.4230652,-0.20487976,0,0001,0.0,17.840363,0.4700637
2025-09-01 05:00:00,40.75,-73.75,291.47278,0.03439331,-0.053512573,0,0001,0.0,18.322784,0.063612066
2025-09-01 05:00:00,40.75,-73.5,292.4884,-0.45681763,0.20625305,0,0001,0.0,19.33841,0.5012212
2025-09-01 05:00:00,40.75,-73.25,292.72864,-0.79959106,0.23750305,0,0001,0.0,19.578644,0.8341184
2025-09-01 05:00:00,40.75,-73.0,292.52356,-1.1931458,-0.26054382,0,0001,0.0,19.373566,1.2212616
2025-09-01 05:00:00,40.5,-74.5,288.94934,-0.3425598,0.09590149,0,0001,0.0,15.799347,0.35573068
2025-09-01 05:00:00,40.5,-74.25,290.10754,-0.0954895,0.08125305,0,0001,0.0,16.95755,0.12538064
2025-09-01 05:00:00,40.5,-74.0,292.00403,-0.5847473,-0.26835632,0,0001,0.0,18.854034,0.64338523
2025-09-01 05:00:00,40.5,-73.75,292.39856,-1.0105286,-0.12675476,0,0001,0.0,19.248566,1.0184473
2025-09-01 05:00:00,40.5,-73.5,293.56653,-1.7302551,-0.255661,0,0001,0.0,20.416534,1.7490412
2025-09-01 05:00:00,40.5,-73.25,293.3673,-2.150177,-0.6589813,0,0001,0.0,20.217316,2.2488925
2025-09-01 05:00:00,40.5,-73.0,293.16223,-2.5447083,-1.1589813,0,0001,0.0,20.012238,2.796208
2025-09-01 06:00:00,41.5,-74.5,286.573,0.92297363,-1.4294586,0,0001,0.0,13.423004,1.7015382
2025-09-01 06:00:00,41.5,-74.25,287.0398,0.9239502,-1.544693,0,0001,0.0,13.889801,1.7999334
2025-09-01 06:00:00,41.5,-74.0,287.11597,0.21105957,-1.6980133,0,0001,0.0,13.965973,1.7110802
2025-09-01 06:00:00,41.5,-73.75,286.92456,-0.71765137,-1.709732,0,0001,0.0,13.774567,1.8542403
2025-09-01 06:00:00,41.5,-73.5,286.16284,-0.56921387,-1.0925446,0,0001,0.0,13.012848,1.2319326
2025-09-01 06:00:00,41.5,-73.25,286.39917,-0.4744873,-0.78004456,0,0001,0.0,13.249176,0.9130212
2025-09-01 06:00:00,41.5,-73.0,286.71948,-0.2791748,-0.49293518,0,0001,0.0,13.569489,0.56650126
2025-09-01 06:00:00,41.25,-74.5,286.71362,0.9366455,-1.1530914,0,0001,0.0,13.563629,1.4855722
2025-09-01 06:00:00,41.25,-74.25,287.30933,0.9395752,-0.8591461,0,0001,0.0,14.159332,1.2731589
2025-09-01 06:00:00,41.25,-74.0,287.77612,0.38293457,-0.9402008,0,0001,0.0,14.626129,1.0151927
2025-09-01 06:00:00,41.25,-73.75,289.1355,0.103637695,-0.67652893,0,0001,0.0,15.985504,0.68442106
2025-09-01 06:00:00,41.25,-73.5,289.51636,0.4366455,-0.14039612,0,0001,0.0,16.366364,0.4586615
2025-09-01 06:00:00,41.25,-73.25,290.13745,0.3927002,0.25120544,0,0001,0.0,16.987457,0.46617338
2025-09-01 06:00:00,41.25,-73.0,291.2605,0.04309082,0.39085388,0,0001,0.0,18.110504,0.39322206
2025-09-01 06:00:00,41.0,-74.5,286.81323,0.4942627,-1.1237946,0,0001,0.0,13.663239,1.2276847
2025-09-01 06:00:00,41.0,-74.25,287.93042,0.6563721,-0.83277893,0,0001,0.0,14.780426,1.0603514
2025-09-01 06:00:00,41.0,-74.0,289.33472,0.7315674,-0.52516174,0,0001,0.0,16.184723,0.90054744
2025-09-01 06:00:00,41.0,-73.75,290.63745,0.5430908,-0.22828674,0,0001,0.0,17.487457,0.5891201
2025-09-01 06:00:00,41.0,-73.5,291.24487,0.57922363,0.24143982,0,0001,0.0,18.09488,0.62752944
